trial_id,title,condition,intervention,phase,status,start_date,estimated_completion,sponsor,enrollment_target,primary_endpoint,location,inclusion_criteria,exclusion_criteria
NCT44285546,A Phase I Study of Medical device in Colorectal Cancer,Colorectal Cancer,Vaccine,III,Recruiting,2024-08-29,2025-12-12,Johnson & Johnson,2741,Safety and efficacy of intervention in Colorectal Cancer,United States,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT42162006,A Phase I Study of Combination therapy in Rheumatoid Arthritis,Rheumatoid Arthritis,Vaccine,III,Recruiting,2024-02-20,2024-11-21,Novartis,4442,Safety and efficacy of intervention in Rheumatoid Arthritis,Global,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT50337810,A Phase IV Study of Combination therapy in Alzheimer's Disease,Alzheimer's Disease,Behavioral intervention,II,Completed,2024-01-21,2028-12-11,GSK,2022,Safety and efficacy of intervention in Alzheimer's Disease,Asia-Pacific,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT13300775,A Phase I Study of Stem cell therapy in Depression,Depression,Behavioral intervention,I,Terminated,2019-10-25,2023-01-05,Roche,2079,Safety and efficacy of intervention in Depression,Asia-Pacific,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT66445260,A Phase III Study of Gene therapy in Hypertension,Hypertension,Dietary supplement,II,Recruiting,2025-02-03,2028-03-07,Novartis,4343,Safety and efficacy of intervention in Hypertension,Asia-Pacific,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34334489,A Phase IV Study of Vaccine in Asthma,Asthma,Medical device,I,Recruiting,2023-07-20,2028-06-09,GSK,3840,Safety and efficacy of intervention in Asthma,Global,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT18613958,A Phase II Study of Behavioral intervention in Lupus,Lupus,Immunotherapy,III,Terminated,2020-01-29,2023-07-05,NIH,3973,Safety and efficacy of intervention in Lupus,Asia-Pacific,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57822937,A Phase III Study of Vaccine in Colorectal Cancer,Colorectal Cancer,Novel pharmaceutical compound,I,Terminated,2019-01-03,2023-10-05,Merck,1775,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74486005,A Phase I Study of Stem cell therapy in Lupus,Lupus,Medical device,I,Suspended,2018-12-14,2023-12-09,Roche,2329,Safety and efficacy of intervention in Lupus,United States,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88035818,A Phase III Study of Combination therapy in Prostate Cancer,Prostate Cancer,Vaccine,I,"Active, not recruiting",2024-03-11,2028-07-10,Merck,4410,Safety and efficacy of intervention in Prostate Cancer,Europe,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96351250,A Phase II Study of Novel pharmaceutical compound in Osteoarthritis,Osteoarthritis,Dietary supplement,I,Terminated,2020-08-16,2021-04-14,GSK,1765,Safety and efficacy of intervention in Osteoarthritis,Asia-Pacific,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96745503,A Phase I Study of Gene therapy in Bipolar Disorder,Bipolar Disorder,Combination therapy,II,Not yet recruiting,2023-12-07,2028-05-31,Academic Medical Center,655,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT19442642,A Phase III Study of Dietary supplement in Osteoarthritis,Osteoarthritis,Novel pharmaceutical compound,III,Completed,2021-09-13,2023-02-07,Academic Medical Center,1906,Safety and efficacy of intervention in Osteoarthritis,Global,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT85711380,A Phase I Study of Vaccine in Psoriasis,Psoriasis,Novel pharmaceutical compound,I,"Active, not recruiting",2024-02-26,2026-12-10,Academic Medical Center,2976,Safety and efficacy of intervention in Psoriasis,Global,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT24603065,A Phase III Study of Medical device in Asthma,Asthma,Behavioral intervention,IV,Recruiting,2022-08-03,2023-07-19,Roche,4239,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34532741,A Phase II Study of Behavioral intervention in Rheumatoid Arthritis,Rheumatoid Arthritis,Dietary supplement,I,Suspended,2023-02-26,2024-11-09,NIH,3745,Safety and efficacy of intervention in Rheumatoid Arthritis,United States,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT94335639,A Phase IV Study of Stem cell therapy in Parkinson's Disease,Parkinson's Disease,Behavioral intervention,IV,Recruiting,2020-02-17,2021-06-20,Novartis,809,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62736959,A Phase III Study of Gene therapy in Diabetes Type 2,Diabetes Type 2,Medical device,IV,Recruiting,2024-10-12,2025-08-06,Academic Medical Center,444,Safety and efficacy of intervention in Diabetes Type 2,Global,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT75640317,A Phase II Study of Medical device in Bipolar Disorder,Bipolar Disorder,Surgical procedure,IV,Recruiting,2022-09-03,2026-01-30,Merck,4463,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT38144586,A Phase IV Study of Gene therapy in Colorectal Cancer,Colorectal Cancer,Novel pharmaceutical compound,IV,Recruiting,2019-07-02,2021-01-01,Academic Medical Center,3747,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34377058,A Phase II Study of Surgical procedure in Lupus,Lupus,Surgical procedure,I,Recruiting,2019-12-31,2023-11-07,Merck,3195,Safety and efficacy of intervention in Lupus,Europe,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21004987,A Phase IV Study of Behavioral intervention in Coronary Artery Disease,Coronary Artery Disease,Dietary supplement,III,Not yet recruiting,2024-08-02,2029-03-07,Novartis,1081,Safety and efficacy of intervention in Coronary Artery Disease,Asia-Pacific,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT94383395,A Phase I Study of Medical device in ADHD,ADHD,Vaccine,I,Completed,2019-05-15,2022-02-12,Johnson & Johnson,3320,Safety and efficacy of intervention in ADHD,Global,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21790150,A Phase II Study of Behavioral intervention in COPD,COPD,Dietary supplement,IV,Recruiting,2020-04-07,2021-04-15,GSK,1079,Safety and efficacy of intervention in COPD,Asia-Pacific,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT56904452,A Phase IV Study of Dietary supplement in ADHD,ADHD,Behavioral intervention,II,Terminated,2022-05-13,2023-12-02,GSK,1265,Safety and efficacy of intervention in ADHD,United States,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT90900279,A Phase II Study of Stem cell therapy in Asthma,Asthma,Vaccine,I,Completed,2023-03-01,2025-07-26,Pfizer,3183,Safety and efficacy of intervention in Asthma,United States,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65829906,A Phase I Study of Surgical procedure in HIV/AIDS,HIV/AIDS,Immunotherapy,II,Terminated,2023-08-12,2026-04-29,Novartis,2126,Safety and efficacy of intervention in HIV/AIDS,Global,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88336675,A Phase II Study of Immunotherapy in Schizophrenia,Schizophrenia,Vaccine,II,Not yet recruiting,2021-02-22,2023-04-23,GSK,3651,Safety and efficacy of intervention in Schizophrenia,Europe,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT36421737,A Phase III Study of Vaccine in COPD,COPD,Stem cell therapy,I,"Active, not recruiting",2021-07-30,2024-11-11,Roche,4630,Safety and efficacy of intervention in COPD,Asia-Pacific,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT55243445,A Phase I Study of Novel pharmaceutical compound in Chronic Kidney Disease,Chronic Kidney Disease,Dietary supplement,I,Not yet recruiting,2021-12-27,2024-06-27,GSK,1966,Safety and efficacy of intervention in Chronic Kidney Disease,Global,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT51355407,A Phase I Study of Gene therapy in Sleep Apnea,Sleep Apnea,Novel pharmaceutical compound,II,"Active, not recruiting",2022-09-05,2026-05-31,Roche,3799,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34988023,A Phase II Study of Immunotherapy in Chronic Kidney Disease,Chronic Kidney Disease,Medical device,III,Recruiting,2020-12-09,2021-12-24,Novartis,3408,Safety and efficacy of intervention in Chronic Kidney Disease,Europe,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT14223054,A Phase III Study of Dietary supplement in Depression,Depression,Vaccine,I,Suspended,2024-12-26,2026-07-12,Academic Medical Center,3278,Safety and efficacy of intervention in Depression,Global,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT70495182,A Phase II Study of Immunotherapy in Schizophrenia,Schizophrenia,Stem cell therapy,III,"Active, not recruiting",2021-05-06,2025-07-20,Johnson & Johnson,3269,Safety and efficacy of intervention in Schizophrenia,Asia-Pacific,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT50965798,A Phase II Study of Novel pharmaceutical compound in Heart Failure,Heart Failure,Combination therapy,II,Recruiting,2025-06-16,2028-12-23,Pfizer,2221,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT45500858,A Phase III Study of Gene therapy in Psoriasis,Psoriasis,Medical device,III,Not yet recruiting,2023-07-31,2025-05-25,Novartis,851,Safety and efficacy of intervention in Psoriasis,United States,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT43558917,A Phase I Study of Gene therapy in Coronary Artery Disease,Coronary Artery Disease,Gene therapy,II,Suspended,2024-01-16,2026-01-08,Novartis,2164,Safety and efficacy of intervention in Coronary Artery Disease,Global,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT38560125,A Phase II Study of Medical device in ADHD,ADHD,Vaccine,II,Completed,2020-04-14,2023-11-23,NIH,4390,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT28920518,A Phase III Study of Immunotherapy in Heart Failure,Heart Failure,Stem cell therapy,IV,Completed,2019-12-15,2024-08-08,Novartis,743,Safety and efficacy of intervention in Heart Failure,United States,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT10210929,A Phase I Study of Behavioral intervention in Diabetes Type 1,Diabetes Type 1,Stem cell therapy,II,Completed,2023-06-04,2024-11-22,Merck,180,Safety and efficacy of intervention in Diabetes Type 1,United States,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT93684884,A Phase IV Study of Surgical procedure in Sleep Apnea,Sleep Apnea,Stem cell therapy,IV,Terminated,2024-11-15,2029-11-08,Academic Medical Center,1931,Safety and efficacy of intervention in Sleep Apnea,Asia-Pacific,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21892124,A Phase IV Study of Surgical procedure in Chronic Kidney Disease,Chronic Kidney Disease,Combination therapy,III,Suspended,2021-12-15,2024-11-08,Roche,3825,Safety and efficacy of intervention in Chronic Kidney Disease,Global,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT10719922,A Phase I Study of Stem cell therapy in Breast Cancer,Breast Cancer,Novel pharmaceutical compound,III,Suspended,2020-07-01,2022-07-13,Novartis,2791,Safety and efficacy of intervention in Breast Cancer,Global,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41315798,A Phase III Study of Novel pharmaceutical compound in Coronary Artery Disease,Coronary Artery Disease,Vaccine,II,Completed,2023-12-19,2026-08-31,Roche,3317,Safety and efficacy of intervention in Coronary Artery Disease,United States,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT83466766,A Phase I Study of Medical device in Sleep Apnea,Sleep Apnea,Medical device,IV,Recruiting,2023-01-07,2025-08-22,NIH,1871,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT43916611,A Phase II Study of Surgical procedure in ADHD,ADHD,Gene therapy,II,Completed,2024-05-19,2027-10-25,Merck,87,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65290087,A Phase I Study of Stem cell therapy in Lupus,Lupus,Stem cell therapy,II,Terminated,2025-03-27,2028-10-22,Academic Medical Center,3318,Safety and efficacy of intervention in Lupus,United States,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT23523698,A Phase I Study of Medical device in Heart Failure,Heart Failure,Gene therapy,IV,Recruiting,2022-11-07,2025-09-16,Merck,2774,Safety and efficacy of intervention in Heart Failure,Asia-Pacific,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT52486672,A Phase II Study of Novel pharmaceutical compound in Heart Failure,Heart Failure,Stem cell therapy,I,Terminated,2024-08-17,2027-02-08,GSK,760,Safety and efficacy of intervention in Heart Failure,United States,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96374873,A Phase IV Study of Medical device in Sleep Apnea,Sleep Apnea,Immunotherapy,I,Terminated,2020-04-18,2024-06-18,Merck,421,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40737701,A Phase IV Study of Combination therapy in Obesity,Obesity,Combination therapy,II,Terminated,2019-06-21,2024-03-11,NIH,3096,Safety and efficacy of intervention in Obesity,Europe,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT71642830,A Phase I Study of Stem cell therapy in Diabetes Type 1,Diabetes Type 1,Gene therapy,III,Recruiting,2022-09-20,2026-10-21,Merck,3981,Safety and efficacy of intervention in Diabetes Type 1,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT39174764,A Phase II Study of Stem cell therapy in Lupus,Lupus,Stem cell therapy,III,Recruiting,2021-10-11,2022-10-02,Roche,2073,Safety and efficacy of intervention in Lupus,Global,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65766847,A Phase IV Study of Behavioral intervention in Breast Cancer,Breast Cancer,Medical device,III,"Active, not recruiting",2021-02-15,2022-07-14,NIH,767,Safety and efficacy of intervention in Breast Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT51484989,A Phase III Study of Novel pharmaceutical compound in Hypertension,Hypertension,Gene therapy,I,Recruiting,2025-03-17,2029-02-07,NIH,2660,Safety and efficacy of intervention in Hypertension,Global,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT24754499,A Phase III Study of Combination therapy in Osteoarthritis,Osteoarthritis,Novel pharmaceutical compound,IV,Completed,2022-07-06,2023-10-10,Johnson & Johnson,1875,Safety and efficacy of intervention in Osteoarthritis,Europe,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT26404369,A Phase I Study of Novel pharmaceutical compound in Diabetes Type 2,Diabetes Type 2,Dietary supplement,III,Recruiting,2025-01-19,2026-10-16,Roche,1268,Safety and efficacy of intervention in Diabetes Type 2,United States,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT43148263,A Phase I Study of Stem cell therapy in Diabetes Type 1,Diabetes Type 1,Immunotherapy,III,"Active, not recruiting",2023-02-17,2024-07-14,Pfizer,2303,Safety and efficacy of intervention in Diabetes Type 1,United States,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88118156,A Phase II Study of Gene therapy in Schizophrenia,Schizophrenia,Gene therapy,II,Terminated,2024-06-12,2027-09-20,Novartis,3056,Safety and efficacy of intervention in Schizophrenia,Europe,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62786365,A Phase I Study of Vaccine in Colorectal Cancer,Colorectal Cancer,Immunotherapy,I,Recruiting,2019-07-17,2020-08-15,GSK,2974,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57902120,A Phase II Study of Surgical procedure in Diabetes Type 1,Diabetes Type 1,Vaccine,I,Suspended,2025-01-25,2028-02-18,Pfizer,3547,Safety and efficacy of intervention in Diabetes Type 1,Europe,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74702757,A Phase I Study of Gene therapy in Depression,Depression,Immunotherapy,II,Suspended,2024-06-05,2025-07-17,Roche,1672,Safety and efficacy of intervention in Depression,United States,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80055214,A Phase III Study of Combination therapy in Bipolar Disorder,Bipolar Disorder,Combination therapy,IV,Recruiting,2020-01-23,2023-08-08,Novartis,3829,Safety and efficacy of intervention in Bipolar Disorder,United States,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT93359075,A Phase II Study of Medical device in Colorectal Cancer,Colorectal Cancer,Dietary supplement,III,Not yet recruiting,2022-04-20,2026-07-25,GSK,350,Safety and efficacy of intervention in Colorectal Cancer,Europe,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT79004571,A Phase IV Study of Vaccine in Colorectal Cancer,Colorectal Cancer,Medical device,III,"Active, not recruiting",2025-05-23,2026-03-15,GSK,1134,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT27947380,A Phase I Study of Gene therapy in Bipolar Disorder,Bipolar Disorder,Surgical procedure,III,Recruiting,2022-01-15,2023-08-09,Merck,2212,Safety and efficacy of intervention in Bipolar Disorder,United States,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41526129,A Phase III Study of Stem cell therapy in Rheumatoid Arthritis,Rheumatoid Arthritis,Combination therapy,IV,Terminated,2020-10-02,2022-10-10,NIH,412,Safety and efficacy of intervention in Rheumatoid Arthritis,Asia-Pacific,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT19372801,A Phase I Study of Medical device in Multiple Sclerosis,Multiple Sclerosis,Combination therapy,III,Terminated,2018-11-13,2020-05-22,Pfizer,4468,Safety and efficacy of intervention in Multiple Sclerosis,Europe,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65577412,A Phase I Study of Stem cell therapy in Hepatitis C,Hepatitis C,Immunotherapy,I,Not yet recruiting,2023-05-19,2026-11-12,NIH,207,Safety and efficacy of intervention in Hepatitis C,Asia-Pacific,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT50573514,A Phase IV Study of Gene therapy in Chronic Kidney Disease,Chronic Kidney Disease,Vaccine,III,Not yet recruiting,2018-11-13,2021-03-04,GSK,739,Safety and efficacy of intervention in Chronic Kidney Disease,Asia-Pacific,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT78717763,A Phase IV Study of Stem cell therapy in Lung Cancer,Lung Cancer,Gene therapy,I,"Active, not recruiting",2019-11-06,2020-12-19,Academic Medical Center,3743,Safety and efficacy of intervention in Lung Cancer,Europe,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT28773713,A Phase I Study of Gene therapy in Heart Failure,Heart Failure,Immunotherapy,I,Not yet recruiting,2019-07-03,2022-01-02,GSK,3295,Safety and efficacy of intervention in Heart Failure,Global,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT42783841,A Phase IV Study of Medical device in ADHD,ADHD,Medical device,III,Completed,2021-12-15,2025-12-06,Roche,492,Safety and efficacy of intervention in ADHD,Global,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT28928622,A Phase I Study of Novel pharmaceutical compound in Rheumatoid Arthritis,Rheumatoid Arthritis,Stem cell therapy,IV,Completed,2021-05-11,2026-03-04,Pfizer,3533,Safety and efficacy of intervention in Rheumatoid Arthritis,Asia-Pacific,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40927970,A Phase II Study of Immunotherapy in Hypertension,Hypertension,Stem cell therapy,II,Completed,2021-02-10,2025-08-28,Novartis,1000,Safety and efficacy of intervention in Hypertension,United States,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82560542,A Phase II Study of Novel pharmaceutical compound in Prostate Cancer,Prostate Cancer,Surgical procedure,II,Completed,2019-11-01,2022-07-14,NIH,829,Safety and efficacy of intervention in Prostate Cancer,Global,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21912562,A Phase III Study of Behavioral intervention in Colorectal Cancer,Colorectal Cancer,Gene therapy,III,Recruiting,2021-08-28,2022-05-04,Pfizer,1590,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT51224415,A Phase IV Study of Dietary supplement in Asthma,Asthma,Vaccine,IV,Suspended,2021-06-21,2025-08-24,Roche,2273,Safety and efficacy of intervention in Asthma,United States,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT90834935,A Phase I Study of Behavioral intervention in Schizophrenia,Schizophrenia,Surgical procedure,IV,Suspended,2023-08-18,2024-09-20,Novartis,67,Safety and efficacy of intervention in Schizophrenia,United States,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT70410203,A Phase II Study of Dietary supplement in COPD,COPD,Stem cell therapy,I,Terminated,2020-10-29,2024-02-18,Johnson & Johnson,1006,Safety and efficacy of intervention in COPD,Asia-Pacific,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT68554292,A Phase II Study of Medical device in HIV/AIDS,HIV/AIDS,Combination therapy,II,Not yet recruiting,2022-04-04,2023-12-15,Roche,3893,Safety and efficacy of intervention in HIV/AIDS,United States,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21859689,A Phase II Study of Immunotherapy in Lung Cancer,Lung Cancer,Immunotherapy,IV,Terminated,2021-07-07,2025-05-14,Merck,4815,Safety and efficacy of intervention in Lung Cancer,Global,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT97378355,A Phase I Study of Immunotherapy in Multiple Sclerosis,Multiple Sclerosis,Combination therapy,III,Suspended,2021-02-24,2023-11-25,GSK,4830,Safety and efficacy of intervention in Multiple Sclerosis,United States,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT23553259,A Phase I Study of Vaccine in Parkinson's Disease,Parkinson's Disease,Medical device,IV,Suspended,2019-06-13,2021-10-25,GSK,2318,Safety and efficacy of intervention in Parkinson's Disease,Asia-Pacific,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21104450,A Phase IV Study of Combination therapy in ADHD,ADHD,Stem cell therapy,I,Suspended,2024-05-11,2029-02-03,NIH,2512,Safety and efficacy of intervention in ADHD,Global,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT22184692,A Phase III Study of Medical device in Depression,Depression,Stem cell therapy,II,Suspended,2020-01-07,2024-12-10,GSK,3740,Safety and efficacy of intervention in Depression,United States,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT37611965,A Phase II Study of Dietary supplement in Prostate Cancer,Prostate Cancer,Stem cell therapy,II,Completed,2024-03-06,2027-07-28,Novartis,1517,Safety and efficacy of intervention in Prostate Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT14363684,A Phase I Study of Stem cell therapy in Bipolar Disorder,Bipolar Disorder,Combination therapy,IV,Completed,2022-05-10,2022-11-14,Novartis,2875,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT10396171,A Phase I Study of Vaccine in HIV/AIDS,HIV/AIDS,Novel pharmaceutical compound,I,Terminated,2023-07-15,2024-11-24,NIH,4884,Safety and efficacy of intervention in HIV/AIDS,Global,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT75715870,A Phase IV Study of Behavioral intervention in Prostate Cancer,Prostate Cancer,Vaccine,II,Terminated,2018-12-17,2021-07-30,GSK,3333,Safety and efficacy of intervention in Prostate Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT90469342,A Phase IV Study of Gene therapy in Diabetes Type 1,Diabetes Type 1,Vaccine,IV,Completed,2022-09-02,2027-05-12,Johnson & Johnson,2732,Safety and efficacy of intervention in Diabetes Type 1,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
